log_id,driver_id,date,timestamp,cumulative_earnings,elapsed_hours,current_velocity,target_velocity,velocity_delta,trips_completed,forecast_status,name,city,shift_preference,avg_hours_per_day,avg_earnings_per_hour,experience_months,rating,goal_id,shift_start_time,shift_end_time,target_earnings,target_hours,current_earnings,current_hours,status,earnings_velocity,goal_completion_forecast,trip_id,start_time,end_time,duration_min,distance_km,fare,surge_multiplier,pickup_location,dropoff_location,trip_status,hour_of_day,is_morning_rush,is_lunch_rush,trip_rate,velocity_last_1,velocity_last_2,velocity_last_3,rolling_velocity_3,rolling_velocity_5,goal_pressure,target
VEL067,DRV052,2024-02-06,1900-01-01 08:32:00,637.1658667723286,1.85,353.0663492282716,203.0,137.54,12,ahead,Vijay Driver52,Bangalore,afternoon,8.5,201,29,4.6,GOAL051,07:13:00,13:23:00,1570.0,7.6,1269.0,2.3,achieved,551.74,on_track,TRIP129,15:03:00,15:33:00,30.0,8.5,353.0,1.5,Indiranagar,Koramangala,completed,8.0,0,0,5.792817679582497,340.54,159.72,366.06,194.17,287.222,-137.54000000000002,340.54
VEL161,DRV085,2024-02-06,1900-01-01 07:38:00,527.2165677800903,6.98,77.11584944100403,189.0,-114.21,7,at_risk,Priya Driver85,Kolkata,evening,8.1,195,21,4.6,GOAL084,09:29:00,19:39:00,1580.0,8.3,878.0,4.2,achieved,209.05,at_risk,TRIP069,15:03:00,15:41:00,38.0,12.9,157.0,1.2,Lower Parel,CP,completed,7.0,0,0,1.0052799395008074,74.79,74.79,189.2,74.79,287.222,114.21,74.79
VEL148,DRV009,2024-02-06,1900-01-01 19:35:00,223.8960867200942,1.45,162.4388800610518,187.0,-24.24,9,at_risk,Karthik Iyer,Mumbai,afternoon,6.5,192,19,4.7,GOAL009,14:00:00,20:00:00,1100.0,6.0,384.0,2.0,in_progress,192.0,on_track,TRIP071,17:17:00,17:48:00,31.0,18.5,191.0,1.5,Colaba,Whitefield,completed,19.0,0,0,6.404507211380856,153.49,153.49,153.49,156.58,443.724,24.24000000000001,162.76
VEL084,DRV067,2024-02-06,1900-01-01 08:32:00,2012.2902545838476,1.12,593.2876697278423,181.0,1620.79,11,ahead,Lakshmi Driver67,Kolkata,full_day,7.3,174,41,4.6,GOAL066,10:27:00,19:37:00,1680.0,9.1,1315.0,6.0,in_progress,219.17,ahead,TRIP016,14:00:00,14:28:00,28.0,12.8,228.0,1.0,Banjara Hills,Hitec City,completed,8.0,0,0,9.521224339615982,600.0,295.58,189.2,210.98000000000002,287.222,-419.0,600.0
VEL144,DRV031,2024-02-06,1900-01-01 10:28:00,967.7832966335467,7.61,117.1000181747823,182.0,-55.19,2,at_risk,Lakshmi Driver31,Hyderabad,morning,7.2,179,10,4.5,GOAL030,06:06:00,15:16:00,1282.0,6.6,782.0,5.5,at_risk,142.18,ahead,TRIP134,08:38:00,08:15:00,37.0,16.7,295.0,1.4,Banjara Hills,Electronic City,completed,10.0,0,0,0.25558805926481976,126.81,126.81,600.0,126.81,443.724,55.19,126.81
VEL157,DRV016,2024-02-06,1900-01-01 09:42:00,2210.787682985088,5.08,455.93178768445,177.0,257.45,14,ahead,Sandeep Driver16,Delhi,full_day,6.0,173,43,5.0,GOAL015,08:25:00,18:35:00,1685.0,8.4,1275.0,5.7,at_risk,223.68,on_track,TRIP120,06:00:00,06:31:00,31.0,17.7,235.0,1.3,Connaught Place,Lower Parel,completed,9.0,0,0,2.7935440426965736,434.45,434.45,159.63,434.45,443.724,-257.45,434.45
VEL111,DRV042,2024-02-06,1900-01-01 08:32:00,1426.4168465020625,6.84,205.69368615662094,205.0,4.06,2,ahead,Lakshmi Driver42,Hyderabad,morning,8.0,184,24,4.6,GOAL041,06:53:00,13:03:00,1298.0,7.3,892.0,7.5,achieved,118.93,at_risk,TRIP012,08:50:00,09:18:00,28.0,14.2,295.0,1.0,CP,Gurgaon Cyber City,completed,8.0,0,0,0.30609039075087136,49.8,49.8,49.8,102.88666666666666,81.652,-4.060000000000002,209.06
VEL032,DRV001,2024-02-06,1900-01-01 19:35:00,1454.1546090305662,2.82,490.46137064081256,172.0,346.09,5,ahead,Alex Kumar,Mumbai,morning,7.5,185,18,4.8,GOAL001,06:30:00,14:30:00,1400.0,8.0,1423.0,7.5,achieved,189.73,on_track,TRIP151,13:37:00,13:15:00,38.0,16.8,381.0,1.5,Powai,Banjara Hills,completed,19.0,0,0,1.8257612589394152,518.09,518.09,518.09,518.09,518.09,-346.09000000000003,518.09
VEL168,DRV062,2024-02-06,1900-01-01 08:32:00,1318.553089558667,4.04,319.6599352095059,203.0,123.24,2,ahead,Rahul Driver62,Pune,afternoon,8.7,178,36,4.5,GOAL061,07:14:00,14:24:00,1731.0,7.0,944.0,4.0,at_risk,236.0,ahead,TRIP182,08:14:00,08:33:00,19.0,17.1,203.0,1.3,Hinjewadi,HSR Layout,completed,8.0,0,0,0.5019545013113653,101.46,101.46,189.2,198.42333333333332,287.222,-123.24000000000001,167.57
VEL028,DRV008,2024-02-06,1900-01-01 19:35:00,1060.0430540528898,1.3,634.3649314175459,165.0,649.62,9,ahead,Divya Menon,Chennai,full_day,9.0,188,22,4.8,GOAL008,08:00:00,18:00:00,1700.0,10.0,856.0,4.5,in_progress,190.22,on_track,TRIP071,17:17:00,17:48:00,31.0,18.5,191.0,1.5,Colaba,Whitefield,completed,19.0,0,0,7.023432040030133,600.0,600.0,600.0,442.47333333333336,297.07800000000003,-435.0,600.0
VEL054,DRV095,2024-02-06,1900-01-01 11:15:00,1391.182267523063,5.66,264.04626033566575,176.0,69.41,11,ahead,Vijay Driver95,Kolkata,evening,8.3,195,45,4.5,GOAL094,09:30:00,17:40:00,1248.0,8.1,1090.0,1.6,achieved,681.25,at_risk,TRIP007,10:48:00,11:15:00,27.0,13.8,245.0,1.0,Andheri,Malad,completed,11.0,0,0,1.946539751969069,189.2,189.2,189.2,207.93666666666664,287.222,-69.41,245.41
VEL021,DRV080,2024-02-06,1900-01-01 07:38:00,622.9995309037408,2.68,214.25160149266728,172.0,60.46,2,ahead,Rahul Driver80,Kolkata,full_day,7.3,172,41,4.7,GOAL079,09:22:00,16:32:00,1290.0,7.7,215.0,5.3,at_risk,40.57,on_track,TRIP124,10:28:00,10:50:00,22.0,19.8,293.0,1.5,Kharadi,Connaught Place,completed,7.0,0,0,0.8120965373272409,232.46,377.93,189.2,334.75,287.222,-60.46000000000001,416.94
VEL067,DRV052,2024-02-06,1900-01-01 08:32:00,621.6010736250605,1.85,331.1494912559926,203.0,137.54,12,ahead,Vijay Driver52,Bangalore,afternoon,8.5,201,29,4.6,GOAL051,07:13:00,13:23:00,1570.0,7.6,1269.0,2.3,achieved,551.74,on_track,TRIP129,15:03:00,15:33:00,30.0,8.5,353.0,1.5,Indiranagar,Koramangala,completed,8.0,0,0,6.566348358495872,340.54,159.72,366.06,194.17,287.222,-137.54000000000002,340.54
VEL201,DRV095,2024-02-06,1900-01-01 11:15:00,1656.1135304440327,2.93,560.8358319768422,200.0,366.89,5,ahead,Vijay Driver95,Kolkata,evening,8.3,195,45,4.5,GOAL094,09:30:00,17:40:00,1248.0,8.1,1090.0,1.6,achieved,681.25,at_risk,TRIP007,10:48:00,11:15:00,27.0,13.8,245.0,1.0,Andheri,Malad,completed,11.0,0,0,1.6236395971285262,245.41,245.41,189.2,352.57,287.222,-366.89,566.89
VEL101,DRV004,2024-02-06,1900-01-01 19:35:00,1746.9781469285915,1.86,560.7480656544487,199.0,739.17,9,ahead,Meera Sharma,Pune,morning,6.8,180,12,4.6,GOAL004,06:00:00,13:00:00,1100.0,7.0,403.0,2.3,in_progress,175.22,at_risk,TRIP099,09:33:00,09:59:00,26.0,14.2,363.0,1.5,Koramangala,HSR Layout,completed,19.0,0,0,4.70094475756872,600.0,600.0,600.0,600.0,600.0,-401.0,600.0
VEL115,DRV007,2024-02-06,1900-01-01 19:35:00,2235.7073634008384,7.49,315.116551423853,173.0,125.13,8,ahead,Suresh Kumar,Bangalore,morning,7.2,178,15,4.7,GOAL007,06:30:00,13:30:00,1200.0,7.0,245.0,2.0,in_progress,122.5,at_risk,TRIP172,10:04:00,10:38:00,34.0,19.7,354.0,1.2,Secunderabad,Colaba,completed,19.0,0,0,1.0944729114142393,298.13,298.13,298.13,298.13,298.13,-125.13,298.13
VEL069,DRV039,2024-02-06,1900-01-01 10:28:00,1431.0188635096197,1.42,636.9387076128241,173.0,838.97,10,ahead,Pooja Driver39,Delhi,morning,8.2,183,48,4.9,GOAL038,07:51:00,17:01:00,1524.0,7.7,883.0,3.8,at_risk,232.37,on_track,TRIP146,08:02:00,08:30:00,28.0,14.6,277.0,1.5,Connaught Place,South Delhi,completed,10.0,0,0,6.6997927479465265,600.0,600.0,600.0,600.0,443.724,-427.0,209.31
VEL081,DRV039,2024-02-06,1900-01-01 10:28:00,1037.48738712318,4.94,196.95543766037477,182.0,27.31,3,ahead,Pooja Driver39,Delhi,morning,8.2,183,48,4.9,GOAL038,07:51:00,17:01:00,1524.0,7.7,883.0,3.8,at_risk,232.37,on_track,TRIP091,13:37:00,13:03:00,26.0,8.9,425.0,1.0,Koramangala,Malad,completed,10.0,0,0,0.5751186991737169,600.0,600.0,600.0,469.77,443.724,-27.310000000000002,209.31
VEL078,DRV062,2024-02-06,1900-01-01 08:32:00,555.7134833909205,5.47,102.69310008304836,167.0,-65.54,4,at_risk,Rahul Driver62,Pune,afternoon,8.7,178,36,4.5,GOAL061,07:14:00,14:24:00,1731.0,7.0,944.0,4.0,at_risk,236.0,ahead,TRIP182,08:14:00,08:33:00,19.0,17.1,203.0,1.3,Hinjewadi,HSR Layout,completed,8.0,0,0,0.7714358745784579,101.46,101.46,189.2,198.42333333333332,287.222,65.54,326.24
VEL101,DRV004,2024-02-06,1900-01-01 19:35:00,1746.4039929364917,1.86,611.0699847797126,199.0,739.17,9,ahead,Meera Sharma,Pune,morning,6.8,180,12,4.6,GOAL203,10:06:00,17:16:00,1166.0,7.5,403.0,3.7,at_risk,108.92,at_risk,TRIP121,07:07:00,07:26:00,19.0,14.2,377.0,1.4,Hitec City,Secunderabad,completed,19.0,0,0,5.187631123550612,600.0,600.0,600.0,600.0,600.0,-401.0,600.0
VEL101,DRV004,2024-02-06,1900-01-01 19:35:00,1742.896022540246,1.86,596.6565785151548,199.0,739.17,9,ahead,Meera Sharma,Pune,morning,6.8,180,12,4.6,GOAL004,06:00:00,13:00:00,1100.0,7.0,403.0,2.3,in_progress,175.22,at_risk,TRIP121,07:07:00,07:26:00,19.0,14.2,377.0,1.4,Hitec City,Secunderabad,completed,19.0,0,0,4.585897353148419,600.0,600.0,600.0,600.0,600.0,-401.0,600.0
VEL059,DRV042,2024-02-06,1900-01-01 08:32:00,244.61929757532985,4.9,50.72471138639588,201.0,-151.2,8,at_risk,Lakshmi Driver42,Hyderabad,morning,8.0,184,24,4.6,GOAL041,06:53:00,13:03:00,1298.0,7.3,892.0,7.5,achieved,118.93,at_risk,TRIP051,09:57:00,09:30:00,33.0,14.7,363.0,1.3,BKC,Goregaon,completed,8.0,0,0,1.5878993275593127,49.8,49.8,49.8,49.8,81.652,151.2,49.8
VEL015,DRV095,2024-02-06,1900-01-01 07:38:00,403.0,2.13,189.2,157.14,32.06,2,ahead,Vijay Driver95,Kolkata,evening,8.3,195,45,4.5,GOAL094,09:30:00,17:40:00,1248.0,8.1,1090.0,1.6,achieved,681.25,at_risk,TRIP112,10:04:00,10:40:00,36.0,9.6,164.0,1.5,Indiranagar,Koramangala,completed,7.0,1,0,0.9389671361502347,189.2,189.2,189.2,207.93666666666664,287.222,-32.06,245.41
VEL046,DRV054,2024-02-06,1900-01-01 08:32:00,1038.883681699131,6.53,161.41134333156344,177.0,-17.28,12,on_track,Amit Driver54,Hyderabad,afternoon,8.0,193,28,5.0,GOAL053,08:01:00,18:11:00,1419.0,8.6,629.0,3.6,in_progress,174.72,at_risk,TRIP075,09:45:00,09:12:00,27.0,11.8,182.0,1.1,Malad,Kharadi,completed,8.0,0,0,1.8921750015213799,159.72,159.72,366.06,194.17,287.222,17.28,154.47
VEL064,DRV060,2024-02-06,1900-01-01 08:32:00,2412.104386937734,6.63,387.12214573757495,198.0,168.06,8,ahead,Priya Driver60,Ahmedabad,afternoon,7.3,184,45,4.8,GOAL059,07:45:00,17:55:00,1180.0,9.9,973.0,6.5,at_risk,149.69,on_track,TRIP141,15:27:00,15:52:00,25.0,10.4,431.0,1.5,Dwarka,BKC,completed,8.0,0,0,1.2038125371934332,366.06,366.06,366.06,366.06,287.222,-168.06,366.06
VEL032,DRV001,2024-02-06,1900-01-01 19:35:00,1470.5528188649707,2.82,570.7388391743364,172.0,346.09,5,ahead,Alex Kumar,Mumbai,morning,7.5,185,18,4.8,GOAL200,08:43:00,17:53:00,1331.0,8.2,795.0,7.9,achieved,100.63,on_track,TRIP151,13:37:00,13:15:00,38.0,16.8,381.0,1.5,Powai,Banjara Hills,completed,19.0,0,0,1.757619336054848,518.09,518.09,518.09,518.09,518.09,-346.09000000000003,518.09
VEL056,DRV011,2024-02-06,1900-01-01 09:42:00,2049.0,6.99,293.13,189.0,104.13,5,ahead,Neha Driver11,Ahmedabad,morning,6.3,184,8,4.6,GOAL210,06:48:00,12:58:00,1540.0,9.5,443.0,4.0,achieved,110.75,at_risk,TRIP087,09:09:00,09:32:00,23.0,12.9,214.0,1.0,Whitefield,Malad,completed,9.0,0,0,0.7153075822603719,293.13,293.13,293.13,300.50333333333333,443.724,-104.13,315.25
VEL068,DRV004,2024-02-06,1900-01-01 19:35:00,887.0,0.54,600.0,193.0,1449.59,13,ahead,Meera Sharma,Pune,morning,6.8,180,12,4.6,GOAL203,10:06:00,17:16:00,1166.0,7.5,403.0,3.7,at_risk,108.92,at_risk,TRIP099,09:33:00,09:59:00,26.0,14.2,363.0,1.5,Koramangala,HSR Layout,completed,19.0,0,0,24.074074074074073,600.0,600.0,600.0,600.0,600.0,-407.0,600.0
VEL107,DRV084,2024-02-06,1900-01-01 07:38:00,2025.1384932771155,1.87,582.1833682253325,187.0,895.89,13,ahead,Amit Driver84,Kolkata,evening,6.4,197,45,4.6,GOAL083,06:43:00,16:53:00,1693.0,7.2,308.0,7.4,at_risk,41.62,on_track,TRIP124,10:28:00,10:50:00,22.0,19.8,293.0,1.5,Kharadi,Connaught Place,completed,7.0,0,0,6.922975452519824,600.0,74.79,189.2,74.79,287.222,-413.0,600.0
VEL113,DRV107,2024-02-06,1900-01-01 10:22:00,380.532369137806,1.13,359.7028432243626,183.0,157.71,9,ahead,Priya Driver107,Mumbai,full_day,7.3,190,39,4.9,GOAL106,06:02:00,12:12:00,1172.0,8.3,456.0,6.6,in_progress,69.09,at_risk,TRIP047,17:29:00,17:56:00,27.0,18.1,350.0,1.2,CP,Lower Parel,completed,10.0,0,0,7.248849933369095,340.71,340.71,340.71,340.71,340.71,-157.70999999999998,340.71
VEL218,DRV095,2024-02-06,1900-01-01 11:15:00,2305.32462163864,1.53,611.0089359232915,165.0,1342.84,10,ahead,Vijay Driver95,Kolkata,evening,8.3,195,45,4.5,GOAL094,09:30:00,17:40:00,1248.0,8.1,1090.0,1.6,achieved,681.25,at_risk,TRIP007,10:48:00,11:15:00,27.0,13.8,245.0,1.0,Andheri,Malad,completed,11.0,0,0,6.639219811235362,566.89,566.89,245.41,577.9266666666666,444.91999999999996,-435.0,600.0
VEL104,DRV039,2024-02-06,1900-01-01 10:28:00,670.0514187036788,1.57,436.25477535762917,201.0,223.84,12,ahead,Pooja Driver39,Delhi,morning,8.2,183,48,4.9,GOAL038,07:51:00,17:01:00,1524.0,7.7,883.0,3.8,at_risk,232.37,on_track,TRIP091,13:37:00,13:03:00,26.0,8.9,425.0,1.0,Koramangala,Malad,completed,10.0,0,0,7.225848900425232,209.31,209.31,209.31,281.15333333333336,330.554,-223.83999999999997,424.84
VEL032,DRV001,2024-02-06,1900-01-01 19:35:00,1454.0104454120765,2.82,543.2173826550329,172.0,346.09,5,ahead,Alex Kumar,Mumbai,morning,7.5,185,18,4.8,GOAL200,08:43:00,17:53:00,1331.0,8.2,795.0,7.9,achieved,100.63,on_track,TRIP151,13:37:00,13:15:00,38.0,16.8,381.0,1.5,Powai,Banjara Hills,completed,19.0,0,0,1.7441913611790043,518.09,518.09,518.09,518.09,518.09,-346.09000000000003,518.09
VEL064,DRV060,2024-02-06,1900-01-01 08:32:00,2425.6507400495834,6.63,363.8214666176087,198.0,168.06,8,ahead,Priya Driver60,Ahmedabad,afternoon,7.3,184,45,4.8,GOAL059,07:45:00,17:55:00,1180.0,9.9,973.0,6.5,at_risk,149.69,on_track,TRIP141,15:27:00,15:52:00,25.0,10.4,431.0,1.5,Dwarka,BKC,completed,8.0,0,0,1.2447740232777516,366.06,366.06,366.06,366.06,287.222,-168.06,366.06
VEL113,DRV107,2024-02-06,1900-01-01 10:22:00,383.1194152366247,1.13,353.8832551652224,183.0,157.71,9,ahead,Priya Driver107,Mumbai,full_day,7.3,190,39,4.9,GOAL106,06:02:00,12:12:00,1172.0,8.3,456.0,6.6,in_progress,69.09,at_risk,TRIP058,16:46:00,16:23:00,37.0,9.5,300.0,1.2,Hinjewadi,HSR Layout,completed,10.0,0,0,8.355935954447068,340.71,340.71,340.71,340.71,340.71,-157.70999999999998,340.71
VEL007,DRV096,2024-02-06,1900-01-01 11:15:00,1422.0523030701606,5.25,253.57272667931053,175.0,96.05,7,ahead,Rahul Driver96,Bangalore,morning,7.9,205,45,4.6,GOAL095,08:33:00,14:43:00,1199.0,9.7,852.0,3.8,achieved,224.21,ahead,TRIP173,11:11:00,11:46:00,35.0,18.5,300.0,1.5,Andheri West,CP,completed,11.0,0,0,1.3548638549364471,271.05,271.05,271.05,348.05333333333334,340.71,-96.05000000000001,502.06
VEL161,DRV085,2024-02-06,1900-01-01 07:38:00,527.6383822858703,6.98,63.26871470759676,189.0,-114.21,7,at_risk,Priya Driver85,Kolkata,evening,8.1,195,21,4.6,GOAL084,09:29:00,19:39:00,1580.0,8.3,878.0,4.2,achieved,209.05,at_risk,TRIP174,12:18:00,12:44:00,26.0,18.8,215.0,1.4,Gurgaon Cyber City,Hitec City,completed,7.0,0,0,0.9590658052327562,74.79,74.79,189.2,74.79,287.222,114.21,74.79
VEL078,DRV062,2024-02-06,1900-01-01 08:32:00,564.9824098154719,5.47,99.36401693989889,167.0,-65.54,4,at_risk,Rahul Driver62,Pune,afternoon,8.7,178,36,4.5,GOAL061,07:14:00,14:24:00,1731.0,7.0,944.0,4.0,at_risk,236.0,ahead,TRIP182,08:14:00,08:33:00,19.0,17.1,203.0,1.3,Hinjewadi,HSR Layout,completed,8.0,0,0,0.7367319181230879,101.46,101.46,189.2,198.42333333333332,287.222,65.54,326.24
VEL047,DRV077,2024-02-06,1900-01-01 07:38:00,192.06375341504818,3.22,56.390793385886376,201.0,-142.93,2,at_risk,Amit Driver77,Ahmedabad,morning,6.8,194,16,4.5,GOAL076,09:53:00,17:03:00,1527.0,6.6,457.0,2.4,in_progress,190.42,ahead,TRIP006,10:05:00,10:28:00,23.0,10.1,182.0,1.0,Goregaon,Andheri,completed,7.0,0,0,0.6280405341786169,58.07,377.93,189.2,334.75,287.222,142.93,217.6
VEL074,DRV088,2024-02-06,1900-01-01 07:38:00,1379.6736987867023,0.85,614.7055637576638,198.0,1426.71,15,ahead,Lakshmi Driver88,Bangalore,afternoon,7.8,191,43,4.8,GOAL087,08:31:00,14:41:00,1229.0,8.0,769.0,3.1,at_risk,248.06,at_risk,TRIP038,08:26:00,08:51:00,25.0,15.5,187.0,1.4,Hinjewadi,Worli,completed,7.0,0,0,18.868833291278182,600.0,189.2,189.2,207.93666666666664,287.222,-402.0,600.0
VEL076,DRV082,2024-02-06,1900-01-01 07:38:00,2152.377297784086,5.71,387.379947686062,198.0,179.93,15,ahead,Anita Driver82,Pune,morning,7.0,204,34,4.6,GOAL081,08:07:00,18:17:00,1593.0,9.8,363.0,2.4,at_risk,151.25,ahead,TRIP124,10:28:00,10:50:00,22.0,19.8,293.0,1.5,Kharadi,Connaught Place,completed,7.0,0,0,2.508754156287117,377.93,377.93,189.2,334.75,287.222,-179.93,26.32
VEL068,DRV004,2024-02-06,1900-01-01 19:35:00,886.0954758179893,0.54,579.8323816402948,193.0,1449.59,13,ahead,Meera Sharma,Pune,morning,6.8,180,12,4.6,GOAL004,06:00:00,13:00:00,1100.0,7.0,403.0,2.3,in_progress,175.22,at_risk,TRIP099,09:33:00,09:59:00,26.0,14.2,363.0,1.5,Koramangala,HSR Layout,completed,19.0,0,0,22.82395146241551,600.0,600.0,600.0,600.0,600.0,-407.0,600.0
VEL115,DRV007,2024-02-06,1900-01-01 19:35:00,2231.258692584335,7.49,256.89369208662947,173.0,125.13,8,ahead,Suresh Kumar,Bangalore,morning,7.2,178,15,4.7,GOAL206,06:16:00,15:26:00,1609.0,6.9,475.0,1.7,at_risk,279.41,on_track,TRIP043,13:01:00,13:19:00,18.0,15.5,404.0,1.5,Hinjewadi,South Delhi,completed,19.0,0,0,1.151295374896979,298.13,298.13,298.13,298.13,298.13,-125.13,298.13
VEL064,DRV060,2024-02-06,1900-01-01 08:32:00,2427.8813711446946,6.63,363.06918736943476,198.0,168.06,8,ahead,Priya Driver60,Ahmedabad,afternoon,7.3,184,45,4.8,GOAL059,07:45:00,17:55:00,1180.0,9.9,973.0,6.5,at_risk,149.69,on_track,TRIP072,06:24:00,06:58:00,34.0,8.8,355.0,1.4,CP,Viman Nagar,completed,8.0,0,0,1.2942284072520451,366.06,366.06,366.06,366.06,287.222,-168.06,366.06
VEL005,DRV018,2024-02-06,1900-01-01 09:42:00,999.343734286486,3.7,302.8434245701905,175.0,94.19,5,ahead,Kavitha Driver18,Chennai,full_day,7.5,185,25,4.6,GOAL017,10:25:00,16:35:00,1671.0,7.5,1491.0,7.8,in_progress,191.15,at_risk,TRIP189,15:03:00,15:37:00,34.0,12.8,426.0,1.3,Dwarka,Whitefield,completed,9.0,1,0,1.4840703156647443,269.19,159.63,159.63,246.22666666666666,443.724,-94.19,316.97
VEL185,DRV050,2024-02-06,1900-01-01 08:32:00,1270.5670718072367,5.73,221.29047595090236,173.0,48.99,5,ahead,Sandeep Driver50,Delhi,afternoon,6.6,186,20,4.5,GOAL049,10:01:00,19:11:00,1612.0,6.6,896.0,7.5,at_risk,119.47,ahead,TRIP008,17:30:00,17:58:00,28.0,15.2,312.0,1.5,Whitefield,Indiranagar,completed,8.0,0,0,0.8909708152976694,221.99,159.72,366.06,194.17,287.222,-48.99000000000001,221.99
VEL083,DRV053,2024-02-06,1900-01-01 08:32:00,1708.381334703378,5.37,327.4570827419586,175.0,143.99,7,ahead,Deepa Driver53,Bangalore,evening,8.2,182,28,4.7,GOAL052,10:55:00,16:05:00,1441.0,7.9,294.0,2.2,at_risk,133.64,ahead,TRIP034,16:58:00,16:34:00,36.0,9.2,390.0,1.1,Secunderabad,Goregaon,completed,8.0,0,0,1.3164982069159872,318.99,159.72,366.06,194.17,287.222,-143.99,318.99
VEL037,DRV008,2024-02-06,1900-01-01 19:35:00,876.9041240832072,6.93,131.28085579981217,190.0,-62.58,5,at_risk,Divya Menon,Chennai,full_day,9.0,188,22,4.8,GOAL008,08:00:00,18:00:00,1700.0,10.0,856.0,4.5,in_progress,190.22,on_track,TRIP071,17:17:00,17:48:00,31.0,18.5,191.0,1.5,Colaba,Whitefield,completed,19.0,0,0,0.6801382474567138,600.0,600.0,600.0,442.47333333333336,297.07800000000003,62.58,127.42
VEL115,DRV007,2024-02-06,1900-01-01 19:35:00,2232.4383192442783,7.49,273.73796660835905,173.0,125.13,8,ahead,Suresh Kumar,Bangalore,morning,7.2,178,15,4.7,GOAL007,06:30:00,13:30:00,1200.0,7.0,245.0,2.0,in_progress,122.5,at_risk,TRIP172,10:04:00,10:38:00,34.0,19.7,354.0,1.2,Secunderabad,Colaba,completed,19.0,0,0,1.0236419550734572,298.13,298.13,298.13,298.13,298.13,-125.13,298.13
VEL164,DRV042,2024-02-06,1900-01-01 08:32:00,2241.962461519812,3.7,593.8685662583183,168.0,436.86,5,ahead,Lakshmi Driver42,Hyderabad,morning,8.0,184,24,4.6,GOAL041,06:53:00,13:03:00,1298.0,7.3,892.0,7.5,achieved,118.93,at_risk,TRIP012,08:50:00,09:18:00,28.0,14.2,295.0,1.0,CP,Gurgaon Cyber City,completed,8.0,0,0,1.4305298105981485,209.06,209.06,209.06,339.37333333333333,287.248,-432.0,600.0
VEL201,DRV095,2024-02-06,1900-01-01 11:15:00,1657.0945215765082,2.93,573.4488640377078,200.0,366.89,5,ahead,Vijay Driver95,Kolkata,evening,8.3,195,45,4.5,GOAL094,09:30:00,17:40:00,1248.0,8.1,1090.0,1.6,achieved,681.25,at_risk,TRIP112,10:04:00,10:40:00,36.0,9.6,164.0,1.5,Indiranagar,Koramangala,completed,11.0,0,0,1.700649226205091,566.89,245.41,245.41,459.73,362.75999999999993,-366.89,600.0
VEL032,DRV001,2024-02-06,1900-01-01 19:35:00,1458.8002168730507,2.82,527.1282699133811,172.0,346.09,5,ahead,Alex Kumar,Mumbai,morning,7.5,185,18,4.8,GOAL200,08:43:00,17:53:00,1331.0,8.2,795.0,7.9,achieved,100.63,on_track,TRIP151,13:37:00,13:15:00,38.0,16.8,381.0,1.5,Powai,Banjara Hills,completed,19.0,0,0,1.7676924874469522,518.09,518.09,518.09,518.09,518.09,-346.09000000000003,518.09
VEL157,DRV016,2024-02-06,1900-01-01 09:42:00,2212.059853109871,5.08,457.75161095431275,177.0,257.45,14,ahead,Sandeep Driver16,Delhi,full_day,6.0,173,43,5.0,GOAL015,08:25:00,18:35:00,1685.0,8.4,1275.0,5.7,at_risk,223.68,on_track,TRIP101,11:47:00,11:19:00,32.0,8.6,216.0,1.0,Powai,BKC,completed,9.0,0,0,2.8066290013111845,434.45,434.45,159.63,434.45,443.724,-257.45,434.45
VEL060,DRV021,2024-02-06,1900-01-01 07:38:00,1260.5892346392677,5.7,204.97765600905245,171.0,51.98,13,ahead,Manoj Driver21,Hyderabad,evening,9.2,178,19,4.7,GOAL020,07:49:00,17:59:00,1659.0,6.5,1046.0,3.6,in_progress,290.56,on_track,TRIP104,14:08:00,14:30:00,22.0,9.5,187.0,1.1,Indiranagar,Powai,completed,7.0,0,0,2.3218820497720176,222.98,159.63,159.63,246.22666666666666,443.724,-51.97999999999999,222.98
VEL067,DRV052,2024-02-06,1900-01-01 08:32:00,625.9195271224506,1.85,330.9106481549883,203.0,137.54,12,ahead,Vijay Driver52,Bangalore,afternoon,8.5,201,29,4.6,GOAL051,07:13:00,13:23:00,1570.0,7.6,1269.0,2.3,achieved,551.74,on_track,TRIP129,15:03:00,15:33:00,30.0,8.5,353.0,1.5,Indiranagar,Koramangala,completed,8.0,0,0,6.570022842083702,340.54,159.72,366.06,194.17,287.222,-137.54000000000002,340.54
VEL032,DRV001,2024-02-06,1900-01-01 19:35:00,1462.4512010618098,2.82,541.2102669324742,172.0,346.09,5,ahead,Alex Kumar,Mumbai,morning,7.5,185,18,4.8,GOAL200,08:43:00,17:53:00,1331.0,8.2,795.0,7.9,achieved,100.63,on_track,TRIP048,06:36:00,06:14:00,38.0,10.4,351.0,1.2,Indiranagar,Hitec City,completed,19.0,0,0,1.8179295820016974,518.09,518.09,518.09,518.09,518.09,-346.09000000000003,518.09
